the Stock Exchange,GEM,"('instrument', 0.17374904453754425)"
the Stock Exchange,GEM,"('instrument', 0.17374904453754425)"
the Stock Exchange,the Main Board,"('subsidiary', 0.3211733400821686)"
the Stock Exchange,GEM,"('instrument', 0.17374904453754425)"
the Stock Exchange,Winto Group (Holdings) Limited,"('subsidiary', 0.3211733400821686)"
GEM,GEM,"('instance of', 0.1769876927137375)"
GEM,the Main Board,"('part of', 0.1340118795633316)"
GEM,GEM,"('instance of', 0.1769876927137375)"
GEM,Winto Group (Holdings) Limited,"('part of', 0.1340118795633316)"
GEM,ﬁCompanyﬂ,"('part of', 0.1340118795633316)"
GEM,the Main Board,"('part of', 0.1340118795633316)"
GEM,GEM,"('instance of', 0.1769876927137375)"
GEM,Winto Group (Holdings) Limited,"('part of', 0.1340118795633316)"
GEM,ﬁCompanyﬂ,"('part of', 0.1340118795633316)"
GEM,the Stock Exchange,"('part of', 0.1340118795633316)"
the Main Board,GEM,"('instrument', 0.17374904453754425)"
the Main Board,Winto Group (Holdings) Limited,"('instance of', 0.16304515302181244)"
the Main Board,ﬁCompanyﬂ,"('field of work', 0.23717927932739258)"
the Main Board,the Stock Exchange,"('instrument', 0.17374904453754425)"
the Main Board,Company,"('field of work', 0.23717927932739258)"
GEM,Winto Group (Holdings) Limited,"('part of', 0.1340118795633316)"
GEM,ﬁCompanyﬂ,"('part of', 0.1340118795633316)"
GEM,the Stock Exchange,"('part of', 0.1340118795633316)"
GEM,Company,"('part of', 0.1340118795633316)"
GEM,GEM,"('instance of', 0.1769876927137375)"
Winto Group (Holdings) Limited,ﬁCompanyﬂ,"('instance of', 0.20197522640228271)"
Winto Group (Holdings) Limited,the Stock Exchange,"('instrument', 0.17374904453754425)"
Winto Group (Holdings) Limited,Company,"('instance of', 0.20197522640228271)"
Winto Group (Holdings) Limited,GEM,"('instrument', 0.17374904453754425)"
Winto Group (Holdings) Limited,Winto  Group (Holdings) Limited,"('religion', 0.1801052838563919)"
ﬁCompanyﬂ,the Stock Exchange,"('instrument', 0.17374904453754425)"
ﬁCompanyﬂ,Company,"('instance of', 0.1769876927137375)"
ﬁCompanyﬂ,GEM,"('instrument', 0.17374904453754425)"
ﬁCompanyﬂ,Winto  Group (Holdings) Limited,"('follows', 0.5912376642227173)"
ﬁCompanyﬂ,Basic,"('follows', 0.5912376642227173)"
the Stock Exchange,Company,"('subsidiary', 0.3211733400821686)"
the Stock Exchange,GEM,"('instrument', 0.17374904453754425)"
the Stock Exchange,Winto  Group (Holdings) Limited,"('subsidiary', 0.3211733400821686)"
the Stock Exchange,Basic,"('subsidiary', 0.3211733400821686)"
the Stock Exchange,Share premium Exchange  reserve Share,"('subsidiary', 0.3211733400821686)"
Company,GEM,"('instrument', 0.17374904453754425)"
Company,Winto  Group (Holdings) Limited,"('follows', 0.5912376642227173)"
Company,Basic,"('follows', 0.5912376642227173)"
Company,Share premium Exchange  reserve Share,"('follows', 0.5912376642227173)"
Company,Accumulated,"('follows', 0.5912376642227173)"
GEM,Winto  Group (Holdings) Limited,"('part of', 0.1340118795633316)"
GEM,Basic,"('part of', 0.1340118795633316)"
GEM,Share premium Exchange  reserve Share,"('part of', 0.1340118795633316)"
GEM,Accumulated,"('part of', 0.1340118795633316)"
GEM,Œ Exchange,"('part of', 0.1340118795633316)"
Winto  Group (Holdings) Limited,Basic,"('subsidiary', 0.3843516409397125)"
Winto  Group (Holdings) Limited,Share premium Exchange  reserve Share,"('subsidiary', 0.3843516409397125)"
Winto  Group (Holdings) Limited,Accumulated,"('subsidiary', 0.3843516409397125)"
Winto  Group (Holdings) Limited,Œ Exchange,"('subsidiary', 0.3843516409397125)"
Winto  Group (Holdings) Limited,UNAUDITED CONDENSED,"('subsidiary', 0.3843516409397125)"
Basic,Share premium Exchange  reserve Share,"('place served by transport hub', 0.2274915724992752)"
Basic,Accumulated,"('place served by transport hub', 0.2274915724992752)"
Basic,Œ Exchange,"('place served by transport hub', 0.2274915724992752)"
Basic,UNAUDITED CONDENSED,"('instrument', 0.17374904453754425)"
Basic,GEM,"('instrument', 0.17374904453754425)"
Share premium Exchange  reserve Share,Accumulated,"('instance of', 0.330206960439682)"
Share premium Exchange  reserve Share,Œ Exchange,"('follows', 0.21745182573795319)"
Share premium Exchange  reserve Share,UNAUDITED CONDENSED,"('instrument', 0.17374904453754425)"
Share premium Exchange  reserve Share,GEM,"('instrument', 0.17374904453754425)"
Share premium Exchange  reserve Share,GEM,"('instrument', 0.17374904453754425)"
Accumulated,Œ Exchange,"('position held', 0.18032574653625488)"
Accumulated,UNAUDITED CONDENSED,"('instrument', 0.17374904453754425)"
Accumulated,GEM,"('instrument', 0.17374904453754425)"
Accumulated,GEM,"('instrument', 0.17374904453754425)"
Accumulated,the  Company,"('position held', 0.18032574653625488)"
Œ Exchange,UNAUDITED CONDENSED,"('instrument', 0.17374904453754425)"
Œ Exchange,GEM,"('instrument', 0.17374904453754425)"
Œ Exchange,GEM,"('instrument', 0.17374904453754425)"
Œ Exchange,the  Company,"('position held', 0.24176661670207977)"
Œ Exchange,the Hong Kong Institute of Certified  Public Accountants,"('position held', 0.24176661670207977)"
UNAUDITED CONDENSED,GEM,"('instrument', 0.17374904453754425)"
UNAUDITED CONDENSED,GEM,"('instrument', 0.17374904453754425)"
UNAUDITED CONDENSED,the  Company,"('military rank', 0.2791178822517395)"
UNAUDITED CONDENSED,the Hong Kong Institute of Certified  Public Accountants,"('military rank', 0.2791178822517395)"
UNAUDITED CONDENSED,the GEM Listing Rules,"('military rank', 0.2791178822517395)"
GEM,GEM,"('instance of', 0.1769876927137375)"
GEM,the  Company,"('part of', 0.1340118795633316)"
GEM,the Hong Kong Institute of Certified  Public Accountants,"('part of', 0.1340118795633316)"
GEM,the GEM Listing Rules,"('part of', 0.1340118795633316)"
GEM,HKFRS,"('part of', 0.1340118795633316)"
GEM,the  Company,"('part of', 0.1340118795633316)"
GEM,the Hong Kong Institute of Certified  Public Accountants,"('part of', 0.1340118795633316)"
GEM,the GEM Listing Rules,"('part of', 0.1340118795633316)"
GEM,HKFRS,"('part of', 0.1340118795633316)"
GEM,HKFRS,"('part of', 0.1340118795633316)"
the  Company,the Hong Kong Institute of Certified  Public Accountants,"('developer', 0.1311623454093933)"
the  Company,the GEM Listing Rules,"('developer', 0.1311623454093933)"
the  Company,HKFRS,"('field of work', 0.28744617104530334)"
the  Company,HKFRS,"('field of work', 0.28744617104530334)"
the  Company,HKFRS,"('field of work', 0.28744617104530334)"
the Hong Kong Institute of Certified  Public Accountants,the GEM Listing Rules,"('instance of', 0.2501794397830963)"
the Hong Kong Institute of Certified  Public Accountants,HKFRS,"('instrument', 0.17374904453754425)"
the Hong Kong Institute of Certified  Public Accountants,HKFRS,"('instrument', 0.17374904453754425)"
the Hong Kong Institute of Certified  Public Accountants,HKFRS,"('instrument', 0.17374904453754425)"
the Hong Kong Institute of Certified  Public Accountants,HKFRS,"('instrument', 0.17374904453754425)"
the GEM Listing Rules,HKFRS,"('instrument', 0.17374904453754425)"
the GEM Listing Rules,HKFRS,"('instrument', 0.17374904453754425)"
the GEM Listing Rules,HKFRS,"('instrument', 0.17374904453754425)"
the GEM Listing Rules,HKFRS,"('instrument', 0.17374904453754425)"
the GEM Listing Rules,HKFRS,"('instrument', 0.17374904453754425)"
HKFRS,HKFRS,"('instance of', 0.1769876927137375)"
HKFRS,HKFRS,"('instance of', 0.1769876927137375)"
HKFRS,HKFRS,"('instance of', 0.1769876927137375)"
HKFRS,HKFRS,"('instance of', 0.1769876927137375)"
HKFRS,"2,940,2039,146,240","('subsidiary', 0.7449280619621277)"
HKFRS,HKFRS,"('instance of', 0.1769876927137375)"
HKFRS,HKFRS,"('instance of', 0.1769876927137375)"
HKFRS,HKFRS,"('instance of', 0.1769876927137375)"
HKFRS,"2,940,2039,146,240","('subsidiary', 0.7449280619621277)"
HKFRS,Group,"('instrument', 0.17374904453754425)"
HKFRS,HKFRS,"('instance of', 0.1769876927137375)"
HKFRS,HKFRS,"('instance of', 0.1769876927137375)"
HKFRS,"2,940,2039,146,240","('subsidiary', 0.7449280619621277)"
HKFRS,Group,"('instrument', 0.17374904453754425)"
HKFRS,Qihui Group,"('subsidiary', 0.7449280619621277)"
HKFRS,HKFRS,"('instance of', 0.1769876927137375)"
HKFRS,"2,940,2039,146,240","('subsidiary', 0.7449280619621277)"
HKFRS,Group,"('instrument', 0.17374904453754425)"
HKFRS,Qihui Group,"('subsidiary', 0.7449280619621277)"
HKFRS,International) Limited,"('subsidiary', 0.7449280619621277)"
HKFRS,"2,940,2039,146,240","('subsidiary', 0.7449280619621277)"
HKFRS,Group,"('instrument', 0.17374904453754425)"
HKFRS,Qihui Group,"('subsidiary', 0.7449280619621277)"
HKFRS,International) Limited,"('subsidiary', 0.7449280619621277)"
HKFRS,the  ﬁQihui Group ﬂ,"('subsidiary', 0.7449280619621277)"
"2,940,2039,146,240",Group,"('instrument', 0.17374904453754425)"
"2,940,2039,146,240",Qihui Group,"('subsidiary', 0.31377851963043213)"
"2,940,2039,146,240",International) Limited,"('subsidiary', 0.31377851963043213)"
"2,940,2039,146,240",the  ﬁQihui Group ﬂ,"('subsidiary', 0.31377851963043213)"
"2,940,2039,146,240",the Qihui Group,"('subsidiary', 0.31377851963043213)"
Group,Qihui Group,"('religion', 0.1841384917497635)"
Group,International) Limited,"('religion', 0.1841384917497635)"
Group,the  ﬁQihui Group ﬂ,"('religion', 0.1841384917497635)"
Group,the Qihui Group,"('religion', 0.1841384917497635)"
Group,Group,"('instance of', 0.1769876927137375)"
Qihui Group,International) Limited,"('instance of', 0.21068957448005676)"
Qihui Group,the  ﬁQihui Group ﬂ,"('instance of', 0.4529363214969635)"
Qihui Group,the Qihui Group,"('instance of', 0.42746084928512573)"
Qihui Group,Group,"('instrument', 0.17374904453754425)"
Qihui Group,the  Company™,"('subsidiary', 0.6959783434867859)"
International) Limited,the  ﬁQihui Group ﬂ,"('instance of', 0.41184428334236145)"
International) Limited,the Qihui Group,"('instance of', 0.43229541182518005)"
International) Limited,Group,"('instrument', 0.17374904453754425)"
International) Limited,the  Company™,"('subsidiary', 0.5983125567436218)"
International) Limited,the  Group,"('subsidiary', 0.5983125567436218)"
the  ﬁQihui Group ﬂ,the Qihui Group,"('instance of', 0.4159484803676605)"
the  ﬁQihui Group ﬂ,Group,"('instrument', 0.17374904453754425)"
the  ﬁQihui Group ﬂ,the  Company™,"('subsidiary', 0.5654017329216003)"
the  ﬁQihui Group ﬂ,the  Group,"('subsidiary', 0.5654017329216003)"
the  ﬁQihui Group ﬂ,The  Group,"('subsidiary', 0.5654017329216003)"
the Qihui Group,Group,"('instrument', 0.17374904453754425)"
the Qihui Group,the  Company™,"('manufacturer', 0.24312789738178253)"
the Qihui Group,the  Group,"('manufacturer', 0.24312789738178253)"
the Qihui Group,The  Group,"('manufacturer', 0.24312789738178253)"
the Qihui Group,Group,"('instrument', 0.17374904453754425)"
Group,the  Company™,"('religion', 0.1841384917497635)"
Group,the  Group,"('religion', 0.1841384917497635)"
Group,The  Group,"('religion', 0.1841384917497635)"
Group,Group,"('instance of', 0.1769876927137375)"
Group,Group,"('instance of', 0.1769876927137375)"
the  Company™,the  Group,"('owned by', 0.28252366185188293)"
the  Company™,The  Group,"('owned by', 0.28252366185188293)"
the  Company™,Group,"('instrument', 0.17374904453754425)"
the  Company™,Group,"('instrument', 0.17374904453754425)"
the  Company™,FINANCIAL REVIEW Revenue Revenue,"('owned by', 0.28252366185188293)"
the  Group,The  Group,"('operating system', 0.29555872082710266)"
the  Group,Group,"('instrument', 0.17374904453754425)"
the  Group,Group,"('instrument', 0.17374904453754425)"
the  Group,FINANCIAL REVIEW Revenue Revenue,"('subsidiary', 0.33637651801109314)"
the  Group,ProfitThe Group,"('subsidiary', 0.33637651801109314)"
The  Group,Group,"('instrument', 0.17374904453754425)"
The  Group,Group,"('instrument', 0.17374904453754425)"
The  Group,FINANCIAL REVIEW Revenue Revenue,"('follows', 0.28650420904159546)"
The  Group,ProfitThe Group,"('follows', 0.28650420904159546)"
The  Group,Group,"('instrument', 0.17374904453754425)"
Group,Group,"('instance of', 0.1769876927137375)"
Group,FINANCIAL REVIEW Revenue Revenue,"('religion', 0.1841384917497635)"
Group,ProfitThe Group,"('religion', 0.1841384917497635)"
Group,Group,"('instance of', 0.1769876927137375)"
Group,Group,"('instance of', 0.1769876927137375)"
Group,FINANCIAL REVIEW Revenue Revenue,"('religion', 0.1841384917497635)"
Group,ProfitThe Group,"('religion', 0.1841384917497635)"
Group,Group,"('instance of', 0.1769876927137375)"
Group,Group,"('instance of', 0.1769876927137375)"
Group,UNDERLYING,"('religion', 0.1841384917497635)"
FINANCIAL REVIEW Revenue Revenue,ProfitThe Group,"('subsidiary', 0.23577269911766052)"
FINANCIAL REVIEW Revenue Revenue,Group,"('instrument', 0.17374904453754425)"
FINANCIAL REVIEW Revenue Revenue,Group,"('instrument', 0.17374904453754425)"
FINANCIAL REVIEW Revenue Revenue,UNDERLYING,"('subsidiary', 0.23577269911766052)"
FINANCIAL REVIEW Revenue Revenue,the Securities and Futures Ordinance,"('subsidiary', 0.23577269911766052)"
ProfitThe Group,Group,"('instrument', 0.17374904453754425)"
ProfitThe Group,Group,"('instrument', 0.17374904453754425)"
ProfitThe Group,UNDERLYING,"('developer', 0.2562258541584015)"
ProfitThe Group,the Securities and Futures Ordinance,"('developer', 0.2562258541584015)"
ProfitThe Group,the  Company,"('instrument', 0.17374904453754425)"
Group,Group,"('instance of', 0.1769876927137375)"
Group,UNDERLYING,"('religion', 0.1841384917497635)"
Group,the Securities and Futures Ordinance,"('religion', 0.1841384917497635)"
Group,the  Company,"('religion', 0.1841384917497635)"
Group,Stock Exchange,"('instrument', 0.17374904453754425)"
Group,UNDERLYING,"('religion', 0.1841384917497635)"
Group,the Securities and Futures Ordinance,"('religion', 0.1841384917497635)"
Group,the  Company,"('religion', 0.1841384917497635)"
Group,Stock Exchange,"('instrument', 0.17374904453754425)"
Group,SFO,"('religion', 0.1841384917497635)"
UNDERLYING,the Securities and Futures Ordinance,"('religion', 0.14573916792869568)"
UNDERLYING,the  Company,"('instrument', 0.17374904453754425)"
UNDERLYING,Stock Exchange,"('instrument', 0.17374904453754425)"
UNDERLYING,SFO,"('religion', 0.14573916792869568)"
UNDERLYING,Company,"('instrument', 0.17374904453754425)"
the Securities and Futures Ordinance,the  Company,"('instrument', 0.17374904453754425)"
the Securities and Futures Ordinance,Stock Exchange,"('instrument', 0.17374904453754425)"
the Securities and Futures Ordinance,SFO,"('field of work', 0.23464183509349823)"
the Securities and Futures Ordinance,Company,"('instrument', 0.17374904453754425)"
the Securities and Futures Ordinance,Stock Exchange,"('instrument', 0.17374904453754425)"
the  Company,Stock Exchange,"('instrument', 0.17374904453754425)"
the  Company,SFO,"('developer', 0.1311623454093933)"
the  Company,Company,"('instrument', 0.17374904453754425)"
the  Company,Stock Exchange,"('instrument', 0.17374904453754425)"
the  Company,SharesApproximate,"('developer', 0.1311623454093933)"
Stock Exchange,SFO,"('subsidiary', 0.4282301962375641)"
Stock Exchange,Company,"('subsidiary', 0.4282301962375641)"
Stock Exchange,Stock Exchange,"('field of work', 0.21237143874168396)"
Stock Exchange,SharesApproximate,"('subsidiary', 0.4282301962375641)"
Stock Exchange,Source Creation  International Limited ( ﬁSource Creation,"('subsidiary', 0.4282301962375641)"
SFO,Company,"('instrument', 0.17374904453754425)"
SFO,Stock Exchange,"('instrument', 0.17374904453754425)"
SFO,SharesApproximate,"('position held', 0.219462588429451)"
SFO,Source Creation  International Limited ( ﬁSource Creation,"('position held', 0.219462588429451)"
SFO,Source Creation,"('position held', 0.219462588429451)"
Company,Stock Exchange,"('instrument', 0.17374904453754425)"
Company,SharesApproximate,"('follows', 0.5912376642227173)"
Company,Source Creation  International Limited ( ﬁSource Creation,"('follows', 0.5912376642227173)"
Company,Source Creation,"('follows', 0.5912376642227173)"
Company,Company,"('instance of', 0.1769876927137375)"
Stock Exchange,SharesApproximate,"('subsidiary', 0.4282301962375641)"
Stock Exchange,Source Creation  International Limited ( ﬁSource Creation,"('subsidiary', 0.4282301962375641)"
Stock Exchange,Source Creation,"('subsidiary', 0.4282301962375641)"
Stock Exchange,Company,"('subsidiary', 0.4282301962375641)"
Stock Exchange,Share Options of the  Company Details,"('subsidiary', 0.4282301962375641)"
SharesApproximate,Source Creation  International Limited ( ﬁSource Creation,"('subsidiary', 0.286861777305603)"
SharesApproximate,Source Creation,"('field of work', 0.22670942544937134)"
SharesApproximate,Company,"('instrument', 0.17374904453754425)"
SharesApproximate,Share Options of the  Company Details,"('subsidiary', 0.286861777305603)"
SharesApproximate,Shares of the Company,"('subsidiary', 0.286861777305603)"
Source Creation  International Limited ( ﬁSource Creation,Source Creation,"('field of work', 0.21237143874168396)"
Source Creation  International Limited ( ﬁSource Creation,Company,"('instrument', 0.17374904453754425)"
Source Creation  International Limited ( ﬁSource Creation,Share Options of the  Company Details,"('country', 0.14857810735702515)"
Source Creation  International Limited ( ﬁSource Creation,Shares of the Company,"('country', 0.14857810735702515)"
Source Creation  International Limited ( ﬁSource Creation,the  Company,"('instrument', 0.17374904453754425)"
Source Creation,Company,"('instrument', 0.17374904453754425)"
Source Creation,Share Options of the  Company Details,"('country', 0.14857810735702515)"
Source Creation,Shares of the Company,"('country', 0.14857810735702515)"
Source Creation,the  Company,"('instrument', 0.17374904453754425)"
Source Creation,Share Options Name of  Directors,"('country', 0.14857810735702515)"
Company,Share Options of the  Company Details,"('follows', 0.5912376642227173)"
Company,Shares of the Company,"('follows', 0.5912376642227173)"
Company,the  Company,"('follows', 0.5912376642227173)"
Company,Share Options Name of  Directors,"('follows', 0.5912376642227173)"
Company,Share Options Name of  Directors,"('follows', 0.5912376642227173)"
Share Options of the  Company Details,Shares of the Company,"('subsidiary', 0.2746635377407074)"
Share Options of the  Company Details,the  Company,"('instrument', 0.17374904453754425)"
Share Options of the  Company Details,Share Options Name of  Directors,"('subsidiary', 0.2746635377407074)"
Share Options of the  Company Details,Share Options Name of  Directors,"('subsidiary', 0.2746635377407074)"
Share Options of the  Company Details,Company,"('instrument', 0.17374904453754425)"
Shares of the Company,the  Company,"('instrument', 0.17374904453754425)"
Shares of the Company,Share Options Name of  Directors,"('field of work', 0.2277986854314804)"
Shares of the Company,Share Options Name of  Directors,"('field of work', 0.2277986854314804)"
Shares of the Company,Company,"('instrument', 0.17374904453754425)"
Shares of the Company,ﬁShare,"('headquarters location', 0.18228304386138916)"
the  Company,Share Options Name of  Directors,"('developer', 0.1311623454093933)"
the  Company,Share Options Name of  Directors,"('developer', 0.1311623454093933)"
the  Company,Company,"('instrument', 0.17374904453754425)"
the  Company,ﬁShare,"('developer', 0.1311623454093933)"
the  Company,the Stock  Exchange,"('developer', 0.1311623454093933)"
Share Options Name of  Directors,Share Options Name of  Directors,"('field of work', 0.34311357140541077)"
Share Options Name of  Directors,Company,"('instrument', 0.17374904453754425)"
Share Options Name of  Directors,ﬁShare,"('subsidiary', 0.1996881365776062)"
Share Options Name of  Directors,the Stock  Exchange,"('subsidiary', 0.1996881365776062)"
Share Options Name of  Directors,SFO,"('instrument', 0.17374904453754425)"
Share Options Name of  Directors,Company,"('instrument', 0.17374904453754425)"
Share Options Name of  Directors,ﬁShare,"('subsidiary', 0.1996881365776062)"
Share Options Name of  Directors,the Stock  Exchange,"('subsidiary', 0.1996881365776062)"
Share Options Name of  Directors,SFO,"('instrument', 0.17374904453754425)"
Share Options Name of  Directors,Stock Exchange,"('instrument', 0.17374904453754425)"
Company,ﬁShare,"('follows', 0.5912376642227173)"
Company,the Stock  Exchange,"('follows', 0.5912376642227173)"
Company,SFO,"('follows', 0.5912376642227173)"
Company,Stock Exchange,"('instrument', 0.17374904453754425)"
Company,the  Stock Exchange,"('follows', 0.5912376642227173)"
ﬁShare,the Stock  Exchange,"('follows', 0.4444429278373718)"
ﬁShare,SFO,"('instrument', 0.17374904453754425)"
ﬁShare,Stock Exchange,"('instrument', 0.17374904453754425)"
ﬁShare,the  Stock Exchange,"('follows', 0.4444429278373718)"
ﬁShare,SFO,"('instrument', 0.17374904453754425)"
the Stock  Exchange,SFO,"('instrument', 0.17374904453754425)"
the Stock  Exchange,Stock Exchange,"('instrument', 0.17374904453754425)"
the Stock  Exchange,the  Stock Exchange,"('follows', 0.3933814764022827)"
the Stock  Exchange,SFO,"('instrument', 0.17374904453754425)"
the Stock  Exchange,the  Company,"('instrument', 0.17374904453754425)"
SFO,Stock Exchange,"('instrument', 0.17374904453754425)"
SFO,the  Stock Exchange,"('position held', 0.219462588429451)"
SFO,SFO,"('instance of', 0.1769876927137375)"
SFO,the  Company,"('instrument', 0.17374904453754425)"
SFO,Company,"('instrument', 0.17374904453754425)"
Stock Exchange,the  Stock Exchange,"('subsidiary', 0.4282301962375641)"
Stock Exchange,SFO,"('subsidiary', 0.4282301962375641)"
Stock Exchange,the  Company,"('subsidiary', 0.4282301962375641)"
Stock Exchange,Company,"('subsidiary', 0.4282301962375641)"
Stock Exchange,the Stock Exchange,"('field of work', 0.21237143874168396)"
the  Stock Exchange,SFO,"('instrument', 0.17374904453754425)"
the  Stock Exchange,the  Company,"('instrument', 0.17374904453754425)"
the  Stock Exchange,Company,"('instrument', 0.17374904453754425)"
the  Stock Exchange,the Stock Exchange,"('instrument', 0.17374904453754425)"
the  Stock Exchange,SFO,"('instrument', 0.17374904453754425)"
SFO,the  Company,"('instrument', 0.17374904453754425)"
SFO,Company,"('instrument', 0.17374904453754425)"
SFO,the Stock Exchange,"('instrument', 0.17374904453754425)"
SFO,SFO,"('instance of', 0.1769876927137375)"
SFO,SFO,"('instance of', 0.1769876927137375)"
the  Company,Company,"('instrument', 0.17374904453754425)"
the  Company,the Stock Exchange,"('instrument', 0.17374904453754425)"
the  Company,SFO,"('developer', 0.1311623454093933)"
the  Company,SFO,"('developer', 0.1311623454093933)"
the  Company,GEM,"('instrument', 0.17374904453754425)"
Company,the Stock Exchange,"('instrument', 0.17374904453754425)"
Company,SFO,"('follows', 0.5912376642227173)"
Company,SFO,"('follows', 0.5912376642227173)"
Company,GEM,"('instrument', 0.17374904453754425)"
Company,the  Group,"('follows', 0.5912376642227173)"
the Stock Exchange,SFO,"('subsidiary', 0.3211733400821686)"
the Stock Exchange,SFO,"('subsidiary', 0.3211733400821686)"
the Stock Exchange,GEM,"('instrument', 0.17374904453754425)"
the Stock Exchange,the  Group,"('subsidiary', 0.3211733400821686)"
the Stock Exchange,Company,"('subsidiary', 0.3211733400821686)"
SFO,SFO,"('instance of', 0.1769876927137375)"
SFO,GEM,"('instrument', 0.17374904453754425)"
SFO,the  Group,"('instrument', 0.17374904453754425)"
SFO,Company,"('instrument', 0.17374904453754425)"
SFO,Gram  Capital Limited,"('position held', 0.219462588429451)"
SFO,GEM,"('instrument', 0.17374904453754425)"
SFO,the  Group,"('instrument', 0.17374904453754425)"
SFO,Company,"('instrument', 0.17374904453754425)"
SFO,Gram  Capital Limited,"('position held', 0.219462588429451)"
SFO,the  Company,"('instrument', 0.17374904453754425)"
GEM,the  Group,"('part of', 0.1340118795633316)"
GEM,Company,"('part of', 0.1340118795633316)"
GEM,Gram  Capital Limited,"('part of', 0.1340118795633316)"
GEM,the  Company,"('part of', 0.1340118795633316)"
GEM,The Audit Committee,"('part of', 0.1340118795633316)"
the  Group,Company,"('instrument', 0.17374904453754425)"
the  Group,Gram  Capital Limited,"('subsidiary', 0.33637651801109314)"
the  Group,the  Company,"('instrument', 0.17374904453754425)"
the  Group,The Audit Committee,"('subsidiary', 0.33637651801109314)"
the  Group,the GEM Listing Rules,"('instrument', 0.17374904453754425)"
Company,Gram  Capital Limited,"('follows', 0.5912376642227173)"
Company,the  Company,"('follows', 0.5912376642227173)"
Company,The Audit Committee,"('follows', 0.5912376642227173)"
Company,the GEM Listing Rules,"('follows', 0.5912376642227173)"
Company,Ho Paul,"('follows', 0.5912376642227173)"
Gram  Capital Limited,the  Company,"('instrument', 0.17374904453754425)"
Gram  Capital Limited,The Audit Committee,"('position held', 0.38316914439201355)"
Gram  Capital Limited,the GEM Listing Rules,"('instrument', 0.17374904453754425)"
Gram  Capital Limited,Ho Paul,"('instrument', 0.17374904453754425)"
Gram  Capital Limited,The Audit Committee,"('position held', 0.38316914439201355)"
the  Company,The Audit Committee,"('developer', 0.1311623454093933)"
the  Company,the GEM Listing Rules,"('developer', 0.1311623454093933)"
the  Company,Ho Paul,"('developer', 0.1311623454093933)"
the  Company,The Audit Committee,"('developer', 0.1311623454093933)"
the  Company,the  Group,"('developer', 0.1311623454093933)"
The Audit Committee,the GEM Listing Rules,"('instrument', 0.17374904453754425)"
The Audit Committee,Ho Paul,"('instrument', 0.17374904453754425)"
The Audit Committee,The Audit Committee,"('field of work', 0.19839118421077728)"
The Audit Committee,the  Group,"('instrument', 0.17374904453754425)"
The Audit Committee,Audit Committee,"('field of work', 0.19839118421077728)"
the GEM Listing Rules,Ho Paul,"('subsidiary', 0.26280477643013)"
the GEM Listing Rules,The Audit Committee,"('subsidiary', 0.26280477643013)"
the GEM Listing Rules,the  Group,"('subsidiary', 0.26280477643013)"
the GEM Listing Rules,Audit Committee,"('subsidiary', 0.26280477643013)"
the GEM Listing Rules,Board,"('instrument', 0.17374904453754425)"
Ho Paul,The Audit Committee,"('subsidiary', 0.1689140796661377)"
Ho Paul,the  Group,"('instrument', 0.17374904453754425)"
Ho Paul,Audit Committee,"('subsidiary', 0.1689140796661377)"
Ho Paul,Board,"('instrument', 0.17374904453754425)"
Ho Paul,Order of the Board Winto Group (Holdings,"('subsidiary', 0.1689140796661377)"
The Audit Committee,the  Group,"('instrument', 0.17374904453754425)"
The Audit Committee,Audit Committee,"('field of work', 0.19839118421077728)"
The Audit Committee,Board,"('instrument', 0.17374904453754425)"
The Audit Committee,Order of the Board Winto Group (Holdings,"('position held', 0.3706923723220825)"
The Audit Committee,Board,"('instrument', 0.17374904453754425)"
the  Group,Audit Committee,"('subsidiary', 0.33637651801109314)"
the  Group,Board,"('instrument', 0.17374904453754425)"
the  Group,Order of the Board Winto Group (Holdings,"('subsidiary', 0.33637651801109314)"
the  Group,Board,"('instrument', 0.17374904453754425)"
Audit Committee,Board,"('instrument', 0.17374904453754425)"
Audit Committee,Order of the Board Winto Group (Holdings,"('position held', 0.35296162962913513)"
Audit Committee,Board,"('instrument', 0.17374904453754425)"
Board,Order of the Board Winto Group (Holdings,"('follows', 0.3717655539512634)"
Board,Board,"('instance of', 0.1769876927137375)"
Order of the Board Winto Group (Holdings,Board,"('instrument', 0.17374904453754425)"
